	SYMBOL	adj.P.Val	FC	CHR	CHRLOC	mean.NF	mean.WD
201053_s_at	PSMF1	0.0442309997691831	1.15486442110354	chr20	1145672	220.822259796481	255.019771226638
209936_at	RBM5	0.0442843116277095	1.30776642628826	chr3	50137414	14.5331316341139	19.005941619922
212964_at	HIC2	0.0442876499840719	-1.25159048073718	chr22	21801167	54.7234226332363	43.7231055009339
209263_x_at	TSPAN4	0.0443036762061769	-1.21735685459485	chr11	866561	877.616140403215	720.919373058689
200815_s_at	PAFAH1B1	0.0443036762061769	-1.41068106298887	chr17	2497039	193.962575766753	137.495696834405
219014_at	PLAC8	0.0443036762061769	1.48859780746816	chr4	84011913	5.58228800857708	8.30978169022366
203968_s_at	CDC6	0.0443562078188856	1.14144648532515	chr17	38447309	5.47131588277321	6.24521428449514
202593_s_at	GDE1	0.0443562078188856	-1.39421213700159	chr16	19533025	300.33552349956	215.415943907549
211761_s_at	CACYBP	0.0444905436599456	1.32892618933244	chr1	174979058	460.543864403801	612.02880274258
213816_s_at	MET	0.0444918598535978	-1.10317438849537	chr7	116339124	5.13518351999123	4.65491546354258
200084_at	C11orf58	0.0445036564047473	-1.12231725505753	chr11	16776535	1537.53668146244	1369.96617893362
217894_at	KCTD3	0.0445036564047473	1.38068645897912	chr1	215793987	143.561406703908	198.21329026808
212069_s_at	PRRC2B	0.0445471522898695	-1.24760238327994	chr9	134373678	48.1537437416198	38.5970276964554
218696_at	EIF2AK3	0.0445637485727089	1.38925495964423	chr2	88856349	117.892955165805	163.78337267121
204089_x_at	MAP3K4	0.0445637485727089	1.2214669222297	chr6	161469647	199.531107465875	243.720647725425
202647_s_at	NRAS	0.0445719648400728	1.16007876357582	chr1	115249584	31.2077936838531	36.2034987106936
212073_at	CSNK2A1	0.0445719648400728	-1.15617015114444	chr20	463114	20.1571074892109	17.4343780361899
203431_s_at	ARHGAP32	0.0447162185467804	-1.4959030389253	chr11	128837841	40.7216229676565	27.2221005693737
204428_s_at	LCAT	0.0447651428745671	1.42794432584098	chr16	67973786	81.9789624219949	117.061394228818
210775_x_at	CASP9	0.0449021863030094	1.04694287470638	chr1	15819122	5.33150700248943	5.58178326770352
216033_s_at	FYN	0.0449037017044387	1.30755018674928	chr6	112041007	381.571588419947	498.924001696718
203455_s_at	SAT1	0.0449143511923301	-1.28395025550492	chrX	23803802	3029.64794483559	2359.63031421663
212548_s_at	FRYL	0.0449257539986401	-1.15908660583441	chr4	48499583	191.966601385815	165.618859211664
209928_s_at	RP11-383H13.1;MSC	0.0449257539986401	-1.20289639681571	chr8	72755879	11.5506503560579	9.60236508034658
210116_at	SH2D1A	0.0449808074145431	1.44106759943855	chrX	123505498	6.15184392068808	8.86522295090658
204060_s_at	PRKX	0.0450273716238449	1.39273707599437	chrX	3523545	50.7073737782632	70.6220394872917
206295_at	IL18	0.0450273716238449	1.61102261961525	chr11	112013975	9.23227031405019	14.8733963063372
213446_s_at	IQGAP1	0.0451233327180692	-1.57311385339091	chr15	91020896	287.834279907625	182.971041344011
200791_s_at	IQGAP1	0.0451233327180692	-1.18085677242338	chr15	91043226	1465.12072279674	1240.72686629893
216565_x_at	NA	0.0451233327180692	-1.19528051153218	NA	NA	498.968819243494	417.449138030271
207198_s_at	LIMS1	0.0451233327180692	-1.23373913785385	chr2	109300340	409.046437001411	331.550183058119
204702_s_at	NFE2L3	0.045201382243609	1.1640837137422	chr7	26224152	4.9847247421949	5.80263688987689
212873_at	HMHA1	0.045223799068998	1.56292743436637	chr19	1085658	61.0131080146728	95.3590603720909
44783_s_at	NA	0.0453240520960174	-1.41569759833448	NA	NA	240.536717680293	169.906848724809
209747_at	TGFB3	0.0453240520960174	1.38719052845614	chr14	76425048	90.6186604378544	125.705347460775
217961_at	SLC25A38	0.0453240520960174	1.20479467023481	chr3	39437888	70.4610473977383	84.8910943639575
203385_at	DGKA	0.0454849412193959	1.41212306736004	chr12	56347468	74.4845275470401	105.18131951059
205530_at	ETFDH	0.0454871502329107	-1.50316391026555	chr4	159629515	126.296070761564	84.0201590119679
201311_s_at	SH3BGRL	0.0454894909272631	1.2188369149489	chrX	80553206	257.979138676789	314.434497505991
202547_s_at	ARHGEF7	0.0454932172051766	-1.30335146066722	chr13	111956922	63.7997403735977	48.9505266222946
203404_at	ARMCX2	0.045583572200736	1.50206768998566	chrX	100910452	45.9179123536083	68.9718125379482
206848_at	HOXA7	0.0456776114341026	1.3194129002191	chr7	27195785	5.69501812222639	7.51408037744707
212557_at	ZNF451	0.0457045982831434	1.18636308811428	chr6	57033220	207.765559048637	246.485390236731
213519_s_at	LAMA2	0.0457611521941426	-1.60908601605317	chr6	129837334	505.610737164713	314.222317589269
209188_x_at	DR1	0.04585214688928	-1.23455921147922	chr1	93811500	89.719024435334	72.672921315645
212736_at	C16orf45	0.0459221550859171	-1.4194876236057	chr16	15680573	103.502298790669	72.9152527077049
34031_i_at	KRIT1	0.0459221550859171	1.38940544877349	chr7	91852135	87.7551172925808	121.927438124069
204353_s_at	POT1	0.0459431130785628	1.33762093115474	chr7	124503403	19.9925029708667	26.7423904400045
220954_s_at	PILRB	0.0459893286138633	1.2339025131631	chr7	99956312	100.504292505015	124.012499105618
217525_at	OLFML1	0.0460387000518002	1.61320260275791	chr11	7530935	104.687334910889	168.881881154035
206846_s_at	HDAC6	0.046042960372312	1.19969093456269	chrX	48681321	176.541253188517	211.794941026598
210095_s_at	IGFBP3	0.0461626294665419	1.33782731757714	chr7	45952677	3495.34305617889	4676.16542485968
211067_s_at	GAS7	0.046170402999792	1.51904819161539	chr17	9818567	27.8801027026369	42.351219592492
205121_at	SGCB	0.04620542001199	-1.1670336713914	chr4	52889270	5.71165614179333	4.89416567988444
216971_s_at	PLEC	0.0462191661503538	-1.36286005918279	chr8	144990344	15.9999609962791	11.739988187689
211330_s_at	HFE	0.0463631679535934	1.28123876017739	chr6	26094413	17.0459435727596	21.8399236092162
201646_at	SCARB2	0.0464133295878883	1.34643691399366	chr4	77080821	281.326416114933	378.788271538685
201200_at	CREG1	0.0464575284727014	1.22069978717881	chr1	167510254	1303.26871079393	1590.89983790295
205188_s_at	SMAD5	0.0464854221814811	-1.2582891942857	chr5	135489300	7.08805890766975	5.63309209032304
210427_x_at	ANXA2	0.0465023211906498	-1.21278556872436	chr15	60639530	15633.795742198	12890.8161058035
205565_s_at	FXN	0.0465023211906498	1.14995031814492	chr9	71650252	36.6587658172842	42.1557594143862
209199_s_at	MEF2C	0.04655099030181	1.2315435693962	chr5	88014057	309.338638804157	380.964011385031
216177_at	NA	0.0466858680063063	1.49798405114355	NA	NA	27.1779952991241	40.7122035001425
206956_at	PMF1-BGLAP;PMF1;BGLAP	0.0466858680063063	1.49467241650599	chr1	156212823	10.1726714328716	15.2048113928916
200781_s_at	RPS15A	0.0466947634925581	1.10966285622717	chr16	18794288	14936.2112937277	16574.1588854105
37012_at	CAPZB	0.0466977090786913	1.16553981378061	chr1	19665268	922.106407573954	1074.75173056965
211641_x_at	NA	0.0466977090786913	1.66949340853545	NA	NA	5.2258709761031	8.72455714846088
210009_s_at	GOSR2	0.046742707959398	-1.17661748787444	chr17	45017920	77.8106087015422	66.1307599992473
222348_at	NA	0.046742707959398	-1.52848524604305	NA	NA	39.3713661368809	25.7584207886897
213331_s_at	NEK1	0.0468280455929873	1.22563419602894	chr4	170314423	104.255497087207	127.779102354077
215397_x_at	NA	0.0468373918591967	1.06405415353585	NA	NA	4.60362148078702	4.89850255793829
202447_at	DECR1	0.046838887707977	-1.32850927032779	chr8	91013579	1888.37019662276	1421.42041369183
204349_at	MED7	0.046838887707977	1.13533603636695	chr5	156565438	27.7093032957186	31.4593705742507
209895_at	PTPN11;RSL1D1	0.0468580724148916	-1.36859825791218	chr12:chr16	NA	170.100850142924	124.28837254434
213049_at	RALGAPA1	0.0468600642690058	1.24890857498152	chr14	36008161	191.342080915131	238.968765609715
207777_s_at	SP140	0.0469064967043005	1.48169979531452	chr2	231177300	5.72045780434977	8.47600115781039
204500_s_at	AGTPBP1	0.0469160094554351	-1.21144764157795	chr9	88247576	81.7322907318781	67.4666307702901
201971_s_at	ATP6V1A	0.0469381467694239	-1.36947155554529	chr3	113503072	24.789484253606	18.101496269293
201042_at	TGM2	0.0470020888301593	-1.46694861595986	chr20	36757280	22.4447415025688	15.3002915428518
33736_at	STOML1	0.0470535459122522	1.26551624653378	chr15	74275895	77.2170447497668	97.7194246401551
213329_at	SRGAP2	0.0470659631703545	1.22145604046206	chr1	206636490	14.7711495411423	18.0423098315967
200635_s_at	PTPRF	0.0470830533225055	-1.65162136441991	chr1	44087605	543.568934777439	329.112317439872
200600_at	MSN	0.0470830533225055	-1.16389818687335	chrX	64960288	2954.1911833543	2538.18694510583
213969_x_at	RPL29	0.0471011532280406	1.12795491642824	chr3	52027643	11503.8347884279	12975.8070073855
218693_at	TSPAN15	0.0471307607623751	-1.49246693541483	chr10	71266584	132.708714459191	88.9190315109417
219206_x_at	TMBIM4	0.0472150844491027	1.51699928786822	chr12	66531191	385.109512290017	584.210855895232
200686_s_at	SRSF11	0.0472234963868454	1.21177495064659	chr1	70716290	1870.83639370565	2267.03267865051
204639_at	ADA	0.0472458098067987	1.29495645750874	chr20	43248275	145.857437308224	188.879030317961
219348_at	USE1	0.0472635074344758	-1.18869214943624	chr19	17330439	253.444130207242	213.212588581024
212837_at	FAM175B	0.0472739708716587	1.2683854312452	chr10	126523091	54.4805860728663	69.1023816605238
202104_s_at	SPG7	0.0473940763904104	1.19623088134684	chr16	89623294	225.984232961184	270.329318165645
41856_at	UNC5B	0.0473940763904104	1.07100049844738	chr10	73060598	5.04055142873041	5.39843309261991
209711_at	SLC35D1	0.0473954844618949	1.37002258141953	chr1	67468420	34.457675720724	47.2077938406235
218782_s_at	ATAD2	0.0474681932351658	1.16378592043805	chr8	124340429	5.13072262494298	5.97106275258156
205779_at	RAMP2	0.0474959888710865	-1.69098809236739	chr17	40914614	318.922969370547	188.601546521865
203323_at	CAV2	0.0474959888710865	-1.59337087053472	chr7	116146024	1417.82724615832	889.828772683981
209814_at	ZNF330	0.0475088759875833	-1.22250748700849	chr4	142154868	609.83277289828	498.837658974637
220937_s_at	ST6GALNAC4	0.0475088759875833	1.32787674261059	chr9	130670535	33.5488381520505	44.5487219237146
208829_at	TAPBP	0.0475683913269867	1.29644887338188	chr6	33267470	703.314324220304	911.811063268747
205128_x_at	PTGS1	0.0475804313937195	1.82038114109667	chr9	125154467	18.8530604524804	34.3197556996505
217177_s_at	PTPRB	0.0475804313937195	-1.25198631609033	chr12	70910707	7.432540640352	5.93659894268026
204015_s_at	DUSP4	0.0475804313937195	-1.67563682634663	chr8	29194055	123.448475728404	73.6725725929267
212495_at	KDM4B	0.0476127454472429	1.11891666757713	chr19	5152127	90.1104558150965	100.826090934484
205781_at	VPS9D1	0.04764323378676	1.37416287344796	chr16	89773541	26.0102755882651	35.7423550415439
204069_at	MEIS1	0.0476911463145997	1.56477527789365	chr2	66798377	51.6288824994826	80.7875989604663
210951_x_at	RAB27A	0.0477660612657449	-1.52809834533985	chr15	55497432	43.1242665212603	28.2208711584394
201261_x_at	BGN	0.0478410416850279	1.61621663386678	chrX	152773705	294.583626344412	476.110956962635
200807_s_at	HSPD1	0.0478509201953094	-1.18519686028091	chr2	198351313	3942.61335235379	3326.54724669058
214780_s_at	MYO9B	0.0478509201953094	1.25145984202645	chr19	17322764	66.6694963968715	83.4341974288112
200687_s_at	SF3B3	0.0478509201953094	1.18739090215385	chr16	70605575	304.169035944212	361.167545997065
203028_s_at	CYBA	0.0479385371689565	1.41295514362743	chr16	88709702	665.457113114581	940.26105083871
209109_s_at	TSPAN6	0.0479452693769302	-1.4429799192702	chrX	99884722	349.750557372779	242.380751597479
222251_s_at	GMEB2	0.0481894929335641	-1.20496809648664	chr20	62218957	136.035014728078	112.895117409929
216278_at	NA	0.0482695398382329	1.13495787436294	NA	NA	5.59167026101235	6.34631019357703
208611_s_at	SPTAN1	0.0482895456383636	-1.31590000001352	chr9	131388669	893.023073615041	678.640530135925
207414_s_at	PCSK6	0.0483377436734203	-1.70408693758737	chr15	101844138	43.0668142407005	25.2726626152501
208624_s_at	EIF4G1	0.0483377436734203	-1.30972117965665	chr3	184039069	197.692569093632	150.942484678654
217816_s_at	PCNP	0.0484004999447009	1.19610261020658	chr3	101311470	886.506325348114	1060.35252971352
218257_s_at	UGGT1	0.048473132121616	1.16237890038387	chr2	128947290	6.92840233326435	8.05342868555689
203074_at	ANXA8L1;ANXA8L2;ANXA8	0.0484871180596925	-1.78960150531062	chr10	47157985	9.15941313244136	5.11812998886117
203700_s_at	DIO2	0.0485432880476466	1.45282857738602	chr14	80666942	8.88448028467476	12.9076268527982
203823_at	RGS3	0.0485900210037641	-1.5274802869964	chr9	116345729	1546.68442375902	1012.5724285453
65521_at	UBE2D4	0.0486080330789704	-1.11628072771663	chr7	43992551	18.3223639067181	16.4137599546279
203505_at	ABCA1	0.0486834479321217	-1.35332227206424	chr9	107543808	689.680519374545	509.620312627064
200001_at	CAPNS1	0.048711814620435	-1.26138107783079	chr19	36640714	1909.85545167493	1514.09870121036
205053_at	PRIM1	0.048745309876822	1.48073838257197	chr12	57144821	9.19788267278247	13.6196579119826
205857_at	SLC18A2	0.0488999130452796	1.79963607636015	chr10	119036888	4.83912296893052	8.7086602728304
205967_at	HIST1H4C	0.0489454503052482	1.25163288526446	chr6	26103944	838.401621396694	1049.37104039914
206364_at	KIF14	0.0489454503052482	1.18974321432773	chr1	200586739	4.60165876752171	5.47479229331064
212049_at	WIPF2	0.0489701462662028	-1.26114307980239	chr17	38434436	145.178774965698	115.116815285103
203820_s_at	MALSU1;IGF2BP3	0.0489701462662028	1.27626877578338	chr7	23350733	4.82884014442704	6.16289789958155
217388_s_at	NA	0.049011471961066	1.83804285389562	NA	NA	20.8192603947186	38.2666927919044
204614_at	SERPINB2	0.0490354516247084	-2.22948686057961	chr18	61570134	19.6692396990053	8.8223169406308
209340_at	UAP1	0.0490478327071909	-1.47206537888931	chr1	162569060	1691.92338086257	1149.35342215517
218989_x_at	SLC30A5	0.0490614441539483	1.22053295898761	chr5	68425273	134.134333034252	163.715374400124
213000_at	MORC3	0.0490753500456059	1.25474853795799	chr21	37747440	68.0452402848516	85.3796657624177
212026_s_at	ZACN;EXOC7	0.0490770132672687	-1.30227665258461	chr17	74078628	22.0036150551462	16.8962677872446
201211_s_at	DDX3X	0.0491080142814146	-1.41350691304331	chrX	41206892	106.214868123223	75.1428006068536
217725_x_at	SERBP1	0.049143291585962	-1.2291419643556	chr1	67877953	557.583900124202	453.636696405956
200689_x_at	EEF1G	0.049233650928644	1.10654065789401	chr11	62327083	7377.00642416433	8162.95754188317
218048_at	COMMD3	0.049300933257662	1.26287695757206	chr10	22608867	433.948078279288	548.023028841589
221704_s_at	RP11-463O12.3;VPS37B	0.049302791749116	-1.43130242004259	chr12	123350158	161.798888587525	113.043118157175
214812_s_at	DIP2A	0.049302791749116	1.10976983288891	chr21	47987282	796.404889117308	883.826120707625
219259_at	SEMA4A	0.049302791749116	-1.4501127853066	chr1	156146195	20.5053306740891	14.1405074707714
202761_s_at	SYNE2	0.0493546030369315	-1.34618438513029	chr14	64692036	424.094551874247	315.034520202967
208816_x_at	NA	0.0493674292281537	-1.15059190221706	NA	NA	1070.57702059382	930.457635353535
200909_s_at	RPLP2	0.0493893863111442	-1.17470494261437	chr11	810233	22020.1922892923	18745.2963637704
202924_s_at	PLAGL2	0.0495062700014297	-1.11121505145517	chr20	30780310	5.42626054729253	4.88317768931108
212503_s_at	DIP2C	0.0496159367044602	-1.26499098386894	chr10	320770	326.470373162856	258.081185815535
210718_s_at	ARL17B;ARL17A	0.0496875501387418	1.09051373154962	chr17	44376504	5.03554879096012	5.4913351024301
219779_at	ZFHX4	0.0497400634180414	1.63246569818233	chr8	77775547	71.857697368084	117.305226103764
213817_at	IRAK3	0.0498759313058529	1.77420531328356	chr12	66645118	128.75213973342	228.43273041166
202538_s_at	CHMP2B	0.0499267731239191	-1.20001523897287	chr3	87303065	257.063114243898	214.216541503195
209230_s_at	NUPR1	0.0499692779144168	-1.33877124836142	chr16	28548681	1588.36832716439	1186.43743590136
201470_at	GSTO1	0.050031841095833	1.25552780043224	chr10	106019333	814.677985637271	1022.85085936773
212296_at	PSMD14	0.0500735240495787	1.17868775238595	chr2	162267908	716.476817794539	844.502450002886
202168_at	TAF9	0.0500735240495787	-1.1627511867117	chr5	68660568	360.206531460109	309.788143479591
205270_s_at	LCP2	0.0501141983036327	1.44337035845621	chr5	169675526	87.9080959787745	126.883940004086
201780_s_at	RNF13	0.0501371815819654	1.19317577494124	chr3	149678526	550.500436512241	656.843784940982
219025_at	CD248	0.0502089975313506	1.49515550678088	chr11	66081964	932.280959492838	1393.90501045268
214078_at	NA	0.0502089975313506	1.3158215573711	NA	NA	4.96226574071855	6.52945623504155
218819_at	INTS6	0.0502089975313506	-1.34742161521118	chr13	51939362	61.5652411075511	45.6911484961612
213266_at	TUBGCP4	0.0502089975313506	1.27999051500391	chr15	43695261	83.0620965403616	106.318695728002
208772_at	ANKHD1;ANKHD1-EIF4EBP3	0.0502273579410446	1.17818880177251	chr5	139907768	466.018869836978	549.058213856606
205189_s_at	FANCC	0.0502324637180531	1.12053658581797	chr9	97863323	16.557044091306	18.5527736573096
213741_s_at	KPNA1	0.0502517408406056	-1.22240468345364	chr3	122144525	59.4677978109526	48.6482084173132
217958_at	TRAPPC4	0.0502517408406056	-1.17258708226031	chr11	118894030	361.152526651174	307.99633742767
216527_at	NA	0.0502680089739185	1.12335733417918	NA	NA	6.53298223497984	7.33887350772692
214706_at	ZNF200	0.0502753257134395	1.11339423025364	chr16	3272810	11.6251315082847	12.943354347264
215813_s_at	PTGS1	0.0502753257134395	1.71591816325922	chr9	125154467	25.7132019652523	44.1217502877292
222129_at	FAM134A	0.0502753257134395	-1.17883876296463	chr2	220048421	204.950848653533	173.858253641157
203576_at	BCAT2	0.0502753257134395	-1.2128323767471	chr19	49298320	67.2140506149109	55.4190767855186
209225_x_at	TNPO1	0.0503701782953975	1.31188728062301	chr5	72205282	255.423084398878	335.086295600385
217970_s_at	CNOT6	0.0504422174831012	1.13890719893666	chr5	180002934	41.4437217253222	47.2005530236969
217208_s_at	DLG1	0.0504422174831012	1.20173845726111	chr3	197009549	8.49185399441879	10.2049875185394
201581_at	TMX4	0.0504570133112094	-1.21079209844108	chr20	7960608	633.974242106666	523.602890143503
202424_at	MAP2K2	0.0504926184418294	1.20053443316279	chr19	4090318	432.147569080818	518.808036889119
204370_at	CLP1	0.0505962842169208	-1.21007589244275	chr11	57428236	134.819560552671	111.41413641463
209002_s_at	CALCOCO1	0.0506129055217451	-1.38161099904634	chr12	54104941	707.524067519523	512.100778010518
220052_s_at	TINF2	0.0506160553258429	-1.12226556874705	chr14	24708852	418.525310905926	372.928941741649
206854_s_at	MAP3K7	0.050733522611465	1.1988116457208	chr6	91225352	130.889328585235	156.911651408557
202695_s_at	STK17A	0.050733522611465	-1.28807814306207	chr7	43664116	8.05988295335797	6.2572934699425
221306_at	EIF4E3;GPR27	0.0507934346787566	-1.17082420047254	chr3	71803200	11.8600692727353	10.1296755464643
221974_at	NA	0.0508097883076453	1.22913812859357	NA	NA	6.73907974802664	8.28325986993229
202442_at	AP3S1	0.0508757733135465	1.1531619443638	chr5	115249058	1516.89246030749	1749.22265891897
210568_s_at	RECQL	0.0509141118469561	1.25913398799306	chr12	21624361	87.5147845306554	110.192839654437
216347_s_at	PPP1R13B	0.0509377107049778	-1.28965889378712	chr14	104200089	24.9912285534243	19.378169432102
214683_s_at	CLK1	0.0509377107049778	1.30053014636315	chr2	201724402	205.723920984977	267.550161068992
216983_s_at	ZNF224	0.0509443422919059	1.17129755424534	chr19	44598544	7.7710192474044	9.10217583847822
213419_at	APBB2	0.0510893756984724	-1.41041442313431	chr4	40817406	46.4034801554611	32.9005995644459
205084_at	BCAP29	0.0511441684432138	-1.20607431238624	chr7	107258772	160.643839178205	133.195639380104
210611_s_at	DTNA	0.0511441684432138	-1.06953742453965	chr18	32446074	4.97229907650966	4.64901831616581
203208_s_at	MTFR1	0.0511464516438297	1.20588633067389	chr8	66621210	139.148928842374	167.797791218932
208398_s_at	TBPL1	0.0511661052594651	1.23240819266104	chr6	134308262	75.9048805309132	93.5457966292542
222305_at	NA	0.051195027263027	-1.35069938105151	NA	NA	12.4504935715813	9.21781245053115
213297_at	RMND5B;NHP2	0.0512783510724871	-1.03390408737121	chr5	177576611	4.72828710840779	4.5732357248242
207856_s_at	SMPD4	0.0514376558281572	1.21723985012188	chr2	130908981	267.998067098751	326.217927028235
221423_s_at	YIPF5	0.0514376558281572	1.41573897257716	chr5	143541781	37.644682029322	53.2950434591862
219933_at	GLRX2	0.0514417784689302	-1.2030277593825	chr1	193065594	275.951738203861	229.381023049296
200843_s_at	EPRS	0.0514815807900575	1.15175657187246	chr1	220170324	381.920556646456	439.879511050742
205122_at	TMEFF1	0.0515366441876398	1.19249867140414	chr9	103339455	5.04058909558227	6.01089579957607
206336_at	CXCL6	0.0515944367231439	-1.36259050046538	chr4	74703339	6.54383525405552	4.80249587225254
210423_s_at	SLC11A1	0.0516675093781517	-1.65047918576701	chr2	219259647	16.640947216118	10.0824944413852
58780_s_at	NA	0.051670218814035	-1.29225800519923	NA	NA	587.060246153745	454.290276238788
205998_x_at	CYP3A4	0.0516868910605857	1.10080663276752	chr7	99355266	41.3347675320362	45.5015862631689
215544_s_at	UBOX5	0.0516987993910723	-1.12988426751791	chr20	3102029	30.0688390326471	26.6123176479847
212718_at	PAPOLA	0.051808116584232	1.187677308842	chr14	97031733	1049.24127314983	1246.16005162055
209838_at	COPS2	0.0518093349792819	-1.15781431271842	chr15	49417478	38.9401229102706	33.6324421649646
201290_at	SEC11A	0.051809668144092	1.10452010355941	chr15	85212959	2750.19911866982	3037.65021536216
213002_at	MARCKS	0.0521808899620628	1.65221139574689	chr6	114181655	134.085918549053	221.538282635934
209428_s_at	ZFPL1	0.0523324939115592	-1.31960048441256	chr11	64855659	47.2887577173063	35.8356625932565
207515_s_at	POLR1C	0.0524065439210686	-1.31443105940396	chr6	43496986	85.5169304282844	65.0600347705287
208649_s_at	VCP	0.0524211596705387	-1.12420600747405	chr9	35059489	773.494117316189	688.035922396586
40420_at	STK10	0.0524400964506118	1.22869756454019	chr5	171471449	129.422045574033	159.020552194623
205074_at	SLC22A5	0.0526111495745198	-1.23802786968675	chr5	131730053	14.1470231766109	11.4270635766789
215812_s_at	NA	0.0526111495745198	-1.32578928405993	NA	NA	10.0212934510322	7.55873770554571
218429_s_at	C19orf66;ANGPTL6	0.0527242023209168	1.2489375262444	chr19	10202745	82.5150976207707	103.0562019003
217812_at	YTHDF2	0.0527527889734612	1.19041626311895	chr1	29068914	443.874200855909	528.3950674778
219015_s_at	ALG13	0.0527527889734612	-1.34785583730262	chrX	110931114	32.7480923211564	24.2964354308788
209541_at	IGF1	0.0528267367328288	1.46160599954926	chr12	102789666	1064.27235310018	1555.54685644562
200746_s_at	GNB1	0.0528566118515503	1.09851768944303	chr1	1717825	1685.1231179332	1851.137553939
203494_s_at	CEP57	0.0528566118515503	1.27003264945217	chr11	95564189	158.985622032671	201.916930774953
204396_s_at	GRK5	0.0528566118515503	-1.30696042181876	chr10	120967232	408.139355078619	312.281342468392
201046_s_at	RAD23A	0.0529400558359217	-1.22045982755219	chr19	13063749	614.03520158118	503.117913198925
205408_at	MLLT10	0.0530546968516198	1.23953668754603	chr10	22030867	19.1554692416975	23.7439068922435
217221_x_at	RBM10	0.0530546968516198	1.29620833461976	chrX	47045872	110.011076011678	142.597273626826
205534_at	PCDH7	0.0530546968516198	1.32030515074946	chr4	30723027	4.70416437797401	6.21093245821121
217972_at	CHCHD3	0.0530713418653052	-1.18733805107242	chr7	132469622	280.90548922279	236.58425582257
208703_s_at	APLP2	0.0530756212223978	-1.23807489790134	chr11	130013241	1420.49834234067	1147.34443348182
221833_at	SIAH1	0.0531153324711328	1.38661579552438	chr16	48395997	109.16238937045	151.366293378249
213530_at	RAB3GAP1	0.0531513766426149	1.16353648499704	chr2	135926606	42.181598834233	49.0798292391387
200072_s_at	HNRNPM	0.0532134341688949	-1.1629127522468	chr19	8550486	1267.35638547112	1089.81209727259
201462_at	SCRN1	0.0532134341688949	1.40918996672854	chr7	29959889	145.345078717615	204.818826642232
209395_at	CHI3L1	0.053230795934803	2.57995338788211	chr1	203148322	112.459712929251	290.140817372071
222309_at	NA	0.0532331433053723	-1.06199144741778	NA	NA	4.89793920570026	4.6120326275786
209159_s_at	NDRG4	0.05324600115546	-1.72720733756682	chr16	58545325	11.6272894248362	6.73184346311076
200638_s_at	YWHAZ	0.0532835629809815	-1.21689856826174	chr8	101932098	2239.1869992902	1840.07694453016
204209_at	PCYT1A	0.0533443315519843	-1.22007074812107	chr3	195964563	31.3952174893622	25.7322926049259
211630_s_at	GSS	0.0534818526088214	1.16182490404288	chr20	33516404	257.023574552032	298.616389840675
205226_at	PDGFRL	0.0535376614975795	-1.66411289712071	chr8	17500121	382.431105044914	229.810793310121
219520_s_at	WWC3;C11orf54	0.0535855395587457	-1.26613317049974	chrX:chr11	NA	134.553281432832	106.271034175436
204970_s_at	MAFG	0.0537000873863316	-1.13648727002665	chr17	79880305	145.75131613747	128.247205209832
218709_s_at	IFT52	0.0537000873863316	1.29018611593097	chr20	42275575	62.9061641267834	81.1606595628508
203387_s_at	TBC1D4	0.0537005523328835	-1.30546977108635	chr13	75859252	160.238223042898	122.743725356089
218355_at	KIF4A	0.0537375302379461	1.41334501193169	chrX	69639911	4.5826649070359	6.47688658771358
211499_s_at	MAPK11	0.0537375302379461	-1.26012223478405	chr22	50703223	86.7346503782437	68.8303467584695
201532_at	PSMA3	0.0537630230803999	-1.11002578824464	chr14	58718836	603.484026252912	543.666672111503
205297_s_at	CD79B	0.0537787182103928	1.39957968345766	chr17	62006099	24.8228250244599	34.7415215902585
214101_s_at	NPEPPS	0.0538328379583681	-1.14766529124236	chr17	45699779	5.54776722979044	4.83395923195072
200673_at	LAPTM4A	0.0538740742619517	1.1080278049271	chr2	20232411	4137.09543734953	4584.01677622031
220992_s_at	TRMT1L	0.0539882892186348	1.28947382676759	chr1	185087594	39.1362587076099	50.4651812810682
203516_at	SNTA1	0.0540262625334927	-1.59867781731135	chr20	31995763	71.4386487270214	44.686082432273
203071_at	NA	0.0540355612423144	-1.41792451096683	NA	NA	91.1631573701719	64.2933785720449
200684_s_at	UBE2L3	0.0540355612423144	-1.24088015187584	chr22	21976704	137.270535100259	110.623523869527
207118_s_at	MMP23B	0.0541528805156555	1.78742996229984	chr1	1569826	6.50724639718479	11.6312471823958
214155_s_at	LARP4	0.054194225084063	-1.50840957119792	chr12	50871245	15.0745398085308	9.99366491460215
200766_at	CTSD	0.0542247597991289	1.46417900130433	chr11	1774369	555.709794904598	813.658612518444
216693_x_at	HDGFRP3	0.0542578513965568	-1.29159771248006	chr15	83807342	79.3657745972374	61.4477509756834
221688_s_at	IMP3	0.054280871318867	1.14772759283501	chr15	75931689	380.16501764465	436.325880581372
201247_at	SREBF2	0.054291821508366	1.19754016179555	chr22	42302503	70.7932888074145	84.7778065324698
213164_at	SLC5A3	0.0544186550882889	1.35655367862477	chr21	35467161	301.701954870081	409.274896727292
211710_x_at	RPL4	0.0544238904257904	-1.10695235368537	chr15	66791665	19331.8077290021	17463.9926141723
221882_s_at	TMEM8A	0.0544238904257904	1.32796420534119	chr16	421858	116.374540896911	154.541224724113
202360_at	MAML1	0.0545621293041223	1.12805761835793	chr5	179200895	235.828959739586	266.028654663665
203649_s_at	PLA2G2A	0.0546826906834196	-2.54744501525407	chr1	20301928	1732.95911818528	680.273414267372
