	SYMBOL	FDR	FC	avg.Control	avg.MDM2_KD_380	NAME
WhV5j9VA7qAdh5MP7o	RNU1-3	0.00139988075185009	1.94	142.82	276.88	RNA, U1 small nuclear 3
BpEvXh6mgj198TRIXk	DESI1	0.00139988075185009	-1.97	365.52	185.74	desumoylating isopeptidase 1
3nGLUT17_w1_vZWv94	JUND	0.00139988075185009	1.93	1512.1	2923.76	jun D proto-oncogene
cYOko5Xu.T1L6955VU	TROAP	0.00141144319740116	-2.25	318.18	141.23	trophinin associated protein
ZSFJ1zeO1FZ19W1xxE	NEFL	0.00141144319740116	2.2	194.24	426.53	neurofilament, light polypeptide
NC5L33UXKFlJImqo3U	PA2G4	0.00141144319740116	-1.92	1472.78	766.83	proliferation-associated 2G4, 38kDa
04TlFWDp0f0eKOe13g	TMBIM6	0.00141144319740116	1.86	1550.5	2884.05	transmembrane BAX inhibitor motif containing 6
fl3HVUn3534V5HsL5U	GPN1	0.00141578372852986	-1.91	506.44	265.64	GPN-loop GTPase 1
BngJ4o2iQv3oZHz9XU	CDC45	0.0014194036029234	-2.44	727.32	298.69	cell division cycle 45
fR6Tv.VV_SzLrI_ijc	FUBP1	0.0014523951687642	-1.92	107.23	55.84	far upstream element (FUSE) binding protein 1
HfpVTFVBftS6JUH3Ao	RACGAP1	0.0014697933291303	-2.42	557.25	230.53	Rac GTPase activating protein 1
THlLI4UtELgUfdL5Q0	FOXN2	0.00162859394794571	-1.77	212.67	120.45	forkhead box N2
9IUtHV3l9Kfe0P0800	NA	0.00165594024437153	-2.27	302.06	132.84	NA
igFXtVLSIwTUHB1IJo	EXO1	0.00165594024437153	-2.16	273.43	126.72	exonuclease 1
TK6XR6d90oQcJeetKk	C16orf59	0.00165917835355886	-1.99	156.07	78.52	chromosome 16 open reading frame 59
NH1MoTHk7CULTog3nk	CCNB1	0.00165917835355886	-2.33	556.32	239.14	cyclin B1
Wke_XNILQ9AoXlVIiE	ARPC3	0.00165917835355886	1.88	2557.06	4818.45	actin related protein 2/3 complex, subunit 3, 21kDa
0U4fRITrcg3sV8VEzg	ARL6IP5	0.00165917835355886	1.87	527.65	988.3	ADP-ribosylation factor-like 6 interacting protein 5
iDUgkI9bCeIHehL40k	OSTC	0.00165917835355886	2.05	469.64	964.36	oligosaccharyltransferase complex subunit (non-catalytic)
NxfSqnFIS73QfrwooI	PDHA1	0.00168189826751325	-1.93	668.14	346.22	pyruvate dehydrogenase (lipoamide) alpha 1
0p.q69Q_uiIJ3ikbTk	MCM3	0.00169598148938005	-2.19	1634.18	745.09	minichromosome maintenance complex component 3
HoJ.TYvgSh8Bg00qFo	LAMA4	0.00174403866749747	2.35	216.47	508.54	laminin, alpha 4
uuQv3UvqO_3eVr6F10	GOT2	0.00177987689371196	-1.73	1065.51	616.8	glutamic-oxaloacetic transaminase 2, mitochondrial
6d4iRIopAJ97qO5y2k	ARMCX3	0.00182642102154196	1.9	130.8	249.05	armadillo repeat containing, X-linked 3
fio9xXgTF0SNdXtOUQ	GLB1	0.00183090584199865	2.02	442.51	895.92	galactosidase, beta 1
Zdei6i6oOX3OxEe9x4	NA	0.00183090584199865	-1.85	185.28	100.03	NA
xjYvpYo6OPukkglvkk	HAUS7	0.00184241837899567	-1.84	266.82	144.62	HAUS augmin-like complex, subunit 7
0SV7u4Nv7hu5A6gKKo	PPP4R1	0.00185973639971187	-1.69	467.96	276.49	protein phosphatase 4, regulatory subunit 1
ooJDr0pIoJp54jxygk	NOP56	0.00187460570972173	-1.92	2645.6	1378.42	NOP56 ribonucleoprotein
Q35dRFdd1KFejg1ve4	RRP7A	0.00188985064115302	-1.91	485.51	254.19	ribosomal RNA processing 7 homolog A
x3011GvRydcXgigKqU	WNT5B	0.00190270932150674	1.9	236.75	449.52	wingless-type MMTV integration site family, member 5B
ll0T9Ufivimx6IQRdI	KIF3B	0.00191688771234806	1.82	266.16	484.2	kinesin family member 3B
lRA1XkJz0Drjoxn6T0	ASPM	0.0019407729397839	-2.15	667	310.25	abnormal spindle microtubule assembly
6WKAX5VTR0k_R8jEg4	PID1	0.00196775135437141	1.81	113.59	205.99	phosphotyrosine interaction domain containing 1
rsS50XA1N4cfvXuV34	DKC1	0.00196775135437141	-1.88	1183.38	629.92	dyskeratosis congenita 1, dyskerin
TldCGoMslCCSCGijis	C19orf43	0.00203799686166057	-2.87	671.91	233.87	chromosome 19 open reading frame 43
ikqFS4L91vAj6i22A4	MAP4K4	0.00203799686166057	1.94	278.46	539.97	mitogen-activated protein kinase kinase kinase kinase 4
W9xeVx9iC42aZJuhV8	TMEM134	0.00209239674925868	1.92	197.12	378.91	transmembrane protein 134
ZFEkCv09KI99TepBes	MCM10	0.00209239674925868	-1.78	105.72	59.49	minichromosome maintenance 10 replication initiation factor
BZWDenaaDF3yEJEV6o	FTH1P2	0.00209289688416784	1.86	1259.28	2343.22	ferritin, heavy polypeptide 1 pseudogene 2
cUnrw4bcJcudydCIXc	ERCC6L	0.00212685109035144	-1.74	143.64	82.35	excision repair cross-complementation group 6-like
iVVBLu2Lf5AgF.I7r0	RGMB	0.00215848113763068	1.86	113.84	212.14	repulsive guidance molecule family member b
lVEu4JAiEvoWTT5QH0	DHX15	0.00215848113763068	-1.81	815.81	451.93	DEAH (Asp-Glu-Ala-His) box helicase 15
uUov4NTXqSTHiFeX8A	BIRC3	0.00215848113763068	-2.2	114.45	51.96	baculoviral IAP repeat containing 3
oUuoJKG3qfxr3KhKII	SARS2	0.00215848113763068	-2.01	214.81	107.07	seryl-tRNA synthetase 2, mitochondrial
ioJIoIo4AO5S4n4tfo	NDC80	0.00219141955842671	-2.17	357.24	164.75	NDC80 kinetochore complex component
Qe0WCUoJVv7Cbu_658	H2AFY	0.00219141955842671	-1.75	3304.86	1886.21	H2A histone family, member Y
uo4qR7mizrR4oPQ6SY	CENPV	0.00219787272320364	-1.78	151.3	84.84	centromere protein V
xjqRejB0o6qedECFE0	SKA1	0.00220656970044728	-1.96	270.09	137.6	spindle and kinetochore associated complex subunit 1
ioNfvl44c7r1X4eghE	N4BP2L2	0.00222172688309445	1.94	110.08	213.82	NEDD4 binding protein 2-like 2
Ky_fzlIuvxVPRAP3zk	CLGN	0.00223548763162424	1.79	432.9	775.49	calmegin
iUS3CguHkgJ0SYV6XU	ZNF317	0.00223561087598074	-1.71	130.83	76.3	zinc finger protein 317
BqXVILpAFUn0NKAUV0	GAS2L3	0.00223843424476345	-1.74	100.08	57.65	growth arrest-specific 2 like 3
Hua3qUtEKD7vtwlAqo	PXDN	0.00225024699567223	1.89	441.8	836.56	peroxidasin
TX_192mqn163ufx_n8	MAP4K4	0.00226066347787457	1.77	231.01	409.97	mitogen-activated protein kinase kinase kinase kinase 4
6H7A4Pgm0oUVl6UbmY	CHAF1A	0.00226174965441682	-1.7	145.75	85.68	chromatin assembly factor 1, subunit A (p150)
BSeoXozSTRkQVCZACU	KIF23	0.00227269580212912	-2.16	320.69	148.4	kinesin family member 23
9nTXnunvp98gRQFqIg	CCDC90B	0.00227540165809771	1.86	381.01	709.92	coiled-coil domain containing 90B
cRJfHL1_fUs.Q_t11U	TRIM33	0.00227540165809771	-1.85	325.3	176.16	tripartite motif containing 33
0p534Nte.3_XLPJFEo	HNRNPU	0.00227540165809771	-1.86	213.38	114.93	heterogeneous nuclear ribonucleoprotein U (scaffold attachment factor A)
uVQdC7RdfVSdVSkgMs	THRA	0.00228591136687247	2.71	113.29	307.1	thyroid hormone receptor, alpha
Z_vKOUXQgeweInSC4k	FANCI	0.00230397584110856	-1.86	231.16	124.05	Fanconi anemia, complementation group I
KmAXs1qVBeAE1SUIHo	COL1A2	0.00230397584110856	2.38	2670.27	6354.28	collagen, type I, alpha 2
lLkJVIh77K_f.fXXqQ	CKAP2L	0.00230397584110856	-2.07	336.86	163.07	cytoskeleton associated protein 2-like
0Us8a5d93lV.VKs3uo	CLCF1	0.00233423146411236	-1.97	234.75	119.2	cardiotrophin-like cytokine factor 1
NVfUXd.l7KOx7Oy05E	NA	0.00233423146411236	-1.83	332.81	182.36	NA
TqCLahRL88UPeKC1l8	MAD2L1	0.00236746175650502	-2.01	667.54	332.18	MAD2 mitotic arrest deficient-like 1 (yeast)
ZW0V.L_fgfywFF58qE	PPIC	0.00238769101916582	1.93	389.27	750.89	peptidylprolyl isomerase C (cyclophilin C)
Bi95SVai3iezSCis1Q	POLD1	0.00238769101916582	-1.79	112.25	62.57	polymerase (DNA directed), delta 1, catalytic subunit
uUCO0gQh1U04wp1RV0	PSG4	0.00240781622803254	1.73	154.51	266.93	pregnancy specific beta-1-glycoprotein 4
HoggJAr.qDmCqXT.p4	NUSAP1	0.00240781622803254	-2.52	306.08	121.61	nucleolar and spindle associated protein 1
0nXq9CyzxRX9EJBId0	DAB2	0.00240781622803254	1.73	227.54	393.87	Dab, mitogen-responsive phosphoprotein, homolog 2 (Drosophila)
TWl6.Zetu384kU7CXU	E2F2	0.00240781622803254	-1.83	182.72	99.99	E2F transcription factor 2
HqTXTB31ODpCqx86AE	QTRTD1	0.00240781622803254	-1.8	231.42	128.55	queuine tRNA-ribosyltransferase domain containing 1
NV3_4qeiTpGk6PBGkg	HSPA4	0.00240781622803254	-1.87	124.34	66.65	heat shock 70kDa protein 4
N31MTy9UU2TlSoUeXo	ATXN7L3B	0.00243436035044554	1.76	189.36	332.83	ataxin 7-like 3B
QKpvdUCPK2.1AiWbVo	BIN1	0.00245260291632404	1.87	250.48	467.19	bridging integrator 1
lXnpc_cxQ474uk.3.w	OSTC	0.00245639241209503	1.84	1179.68	2175.68	oligosaccharyltransferase complex subunit (non-catalytic)
EkXS67tPBOS6rwzeKU	NSUN2	0.00247214773035863	-1.9	1475.01	776.25	NOP2/Sun RNA methyltransferase family, member 2
uU9QilPv.uuoopBxPg	SCFD1	0.00247843911972209	2	387.41	774.76	sec1 family domain containing 1
f64rllP03tdPd5l.ZI	COX7C	0.00248757618418123	1.96	1782.5	3501.13	cytochrome c oxidase subunit VIIc
l7nlXmP1UDuoB2Hkw8	RNVU1-7	0.00248989133215316	1.78	152.04	269.99	RNA, variant U1 small nuclear 7
0epFCF9XQSKEeJUGi8	HCFC1R1	0.00248989133215316	-2.05	1169.83	571.79	host cell factor C1 regulator 1 (XPO1 dependent)
ElnqpeCE9eihHVNIF4	NA	0.00251313143789537	1.75	131.54	230.82	NA
3uKX6Cod.eSMewMQsU	PGRMC2	0.00254155507673841	1.71	566.76	968.14	progesterone receptor membrane component 2
u3o7h3vFf9UQjKKg1U	AUNIP	0.00257907952728566	-1.88	107.81	57.33	aurora kinase A and ninein interacting protein
0Qf53V5bl2uudeDung	CENPV	0.00263388194236723	-2.04	245.45	120.25	centromere protein V
iFf4eeaQX8FEQO0QnI	MMP16	0.00263388194236723	1.87	96.99	181.35	matrix metallopeptidase 16 (membrane-inserted)
EES4SOJNEjWCKB1600	LYAR	0.00263388194236723	-1.91	694.86	364.35	Ly1 antibody reactive
fXfXV87cXRQXZ00.pU	PEX11B	0.00263388194236723	1.7	285.89	484.83	peroxisomal biogenesis factor 11 beta
BpCIi6vQCHXqdF7yZ4	ELK1	0.00265802910451364	-1.81	495.99	274.48	ELK1, member of ETS oncogene family
rNM1ieFr6KuEjSCnes	DCAF6	0.00272730123873651	1.81	493.36	894.01	DDB1 and CUL4 associated factor 6
BCVPXu7W15T8lEgp5o	FAM57A	0.00272730123873651	-2.17	589.88	271.37	family with sequence similarity 57, member A
0JUZ6I0FUpGZ00IJ4M	TRAP1	0.00275066681955115	-1.72	316.38	183.99	TNF receptor-associated protein 1
9RyR_45DIEfZex4CpQ	ARPP19	0.00276567846717295	-1.71	272.53	159.65	cAMP-regulated phosphoprotein, 19kDa
9_qiesHjgN.1Rf930o	FGF2	0.00278314169009439	2.01	264.96	531.86	fibroblast growth factor 2 (basic)
Nk5OooPTfS3FJVZ7to	CTSL	0.00281063384208288	1.91	1659.34	3177.18	cathepsin L
3mICpKigaKiu6uJ4zA	WRAP53	0.00281063384208288	-1.77	125.25	70.62	WD repeat containing, antisense to TP53
iYywPNTnrF7gLCV6jU	TMEM33	0.00281570411407352	-1.95	313.87	160.81	transmembrane protein 33
oldunkM8CuCOInqH_k	ESD	0.0028529095560472	-1.99	202.71	101.83	esterase D
iktSij_CkQ5Kp0j6hI	NA	0.00288576486574064	1.8	147.82	266	NA
il313gyFIZX9Hy9LlI	ATP2B4	0.00289799212102554	1.83	369.36	676.42	ATPase, Ca++ transporting, plasma membrane 4
ES97kTH.Qx1WGgiQq4	CENPU	0.00289799212102554	-1.94	154.45	79.46	centromere protein U
f9L0zkgbPyU8VG4RRY	ACVR1	0.00289799212102554	1.83	414.19	757.51	activin A receptor, type I
0VT_7h_IxPF4OJK4CU	NA	0.00289920607227472	2.48	1117.63	2772.18	NA
i5e4jrXkklBS4Hf_uE	LINC01420	0.00289920607227472	1.71	1267.38	2170.7	long intergenic non-protein coding RNA 1420
6ede0V1GPUSFKE9TuU	PGD	0.00289920607227472	-1.91	650.76	340.69	phosphogluconate dehydrogenase
Q9G111OeKZDEWferSg	CENPN	0.00290579252855444	-1.89	623.38	329.69	centromere protein N
oamTdUUi0oQgj0bsac	PHPT1	0.00290579252855444	1.8	438.6	790.79	phosphohistidine phosphatase 1
Tp9JH1.ru.XtUuC_gU	MCM6	0.00292562746818575	-1.93	783.51	404.99	minichromosome maintenance complex component 6
3KT3iqQbooKlKjk6j8	USB1	0.00299985685847058	-2.12	414.41	195.87	U6 snRNA biogenesis 1
xhqv9fnXlKPALU4v34	CD68	0.00300406364374312	1.76	1033.72	1820.52	CD68 molecule
NirqREVJpeSLCfPFRA	NKIRAS2	0.00300406364374312	-2.11	261.33	123.73	NFKB inhibitor interacting Ras-like 2
BepQfvreD3XB1P_Ank	TTK	0.00300406364374312	-2.25	428.62	190.24	TTK protein kinase
ZP9i4KFaJYBFrKJqis	SMC4	0.00301850134549291	-2.09	184.27	88.31	structural maintenance of chromosomes 4
o0ldKRL6lCSAiIBH3k	TCTN3	0.00303339696407233	-1.83	173.28	94.53	tectonic family member 3
ZTFRXx9el33qceUe7k	RRAS	0.00303493901618336	2.17	435.25	943.41	related RAS viral (r-ras) oncogene homolog
Zp4QjhpoIroUjvUvZc	MYL5	0.00305203531591668	1.7	81.12	137.71	myosin, light chain 5, regulatory
W393IZt_eoi7W_fVtY	SNX5	0.00307444751243832	-1.79	253.25	141.6	sorting nexin 5
HLULkKF4IAp9GeVJ5o	NEK2	0.0030833242810939	-1.79	141.71	79.2	NIMA-related kinase 2
rUm2okCoTOYuB_JSpM	SRPX2	0.00315566206401446	1.97	231.78	456.06	sushi-repeat containing protein, X-linked 2
ildeT555urP7dfJTSs	PGM1	0.00315950349308865	1.9	954.48	1813.26	phosphoglucomutase 1
ot7Ure1V501SjlHRP8	SPOCK1	0.00316044468699883	1.93	429.63	830.53	sparc/osteonectin, cwcv and kazal-like domains proteoglycan (testican) 1
0nU0rkqj_ngpuTP16k	MANBAL	0.00316044468699883	-1.85	919.23	498.08	mannosidase, beta A, lysosomal-like
HSjhDStOu3ipNN9dN4	MCM3	0.00316044468699883	-1.79	380.67	212.4	minichromosome maintenance complex component 3
lQulEf8bhxBei95Ago	SH3D19	0.00322866548031458	2.23	152.03	339.24	SH3 domain containing 19
cUnv1Ree5LRfI70glk	ISCU	0.00325604355366075	1.8	465.56	838.49	iron-sulfur cluster assembly enzyme
op9CKam5Xei1XFOHgo	ADAM15	0.00325604355366075	-1.97	226.68	115.09	ADAM metallopeptidase domain 15
lf1UL5z7CLPeebujks	C6orf62	0.00325604355366075	1.81	831.7	1507.08	chromosome 6 open reading frame 62
lCf27qJSc65o0OZ4SQ	CCT7	0.00327669685360984	-1.69	2906.5	1721.71	chaperonin containing TCP1, subunit 7 (eta)
6e6OuU9JCy8vSqtJC0	GABPB1	0.00329229219618008	-1.85	217.22	117.26	GA binding protein transcription factor, beta subunit 1
6nU3Hf4J95Un5Pv3KI	SNRPN	0.00329667396817427	1.94	293.32	570.22	small nuclear ribonucleoprotein polypeptide N
Zl93l7V1jX7UW3Pz5U	APBB3	0.00329922229300036	1.89	158.54	299.33	amyloid beta (A4) precursor protein-binding, family B, member 3
0F8Fl88lI_7XU0efV4	TUBA1C	0.00345319329321472	-1.67	7560.72	4519.24	tubulin, alpha 1c
6eoMJ4q54Hvqgq4eyU	LPGAT1	0.00345674435347041	1.75	113.4	198.22	lysophosphatidylglycerol acyltransferase 1
6hOi5K6Ee7ge._tLz4	TROVE2	0.00350245705718613	1.76	383.02	673.02	TROVE domain family, member 2
9oSChdUlVAo3VLhQKM	TMEM138	0.00350245705718613	-1.87	363.97	194.9	transmembrane protein 138
cmkkomFB42RE5.v6M4	HNRNPAB	0.00350740968269285	-1.84	1305.34	708.57	heterogeneous nuclear ribonucleoprotein A/B
loHdF1upeA5_ovjoFA	MAPK9	0.00351108253417524	-1.79	311.24	173.49	mitogen-activated protein kinase 9
KK8JCJAuU_.l.D6quo	LAPTM4A	0.00362698180261309	1.76	277.47	489.2	lysosomal protein transmembrane 4 alpha
BH4IFDULu5VxVSdILI	NAP1L5	0.00374200645852839	1.73	211.16	365.8	nucleosome assembly protein 1-like 5
cV7JJ18_eiCiALlQjU	TCEAL8	0.00374452520573643	1.71	390.27	665.46	transcription elongation factor A (SII)-like 8
cavkF_3fkvwrDoz7JU	UBE2N	0.00378921554431511	-2	418.69	208.97	ubiquitin-conjugating enzyme E2N
ZFYTQJ6buF.UlOYz1U	STRA13	0.00378921554431511	-1.83	1321.61	722.09	stimulated by retinoic acid 13
uF68HXRQn1RhXr5Q6k	WIPI1	0.00381753984828234	1.91	184.26	352.61	WD repeat domain, phosphoinositide interacting 1
Z4p96nOrivUOkryJV0	BIRC5	0.00383918137647197	-1.83	111.05	60.73	baculoviral IAP repeat containing 5
WUGHBXgOqu9SX0mI6U	ZCCHC24	0.0038408121929098	1.68	129.9	218.43	zinc finger, CCHC domain containing 24
NsUWU9Ivt0VfduX.d0	RBL1	0.0038408121929098	-1.81	121.62	67.27	retinoblastoma-like 1
ZesSOBIdK_4_OSiR2U	NA	0.00384928679550727	-2.03	562.48	277.15	NA
WjXKC3vXtdXuSrNeyo	NCAPD2	0.00385434257058892	-2.26	504.71	222.94	non-SMC condensin I complex, subunit D2
04FXhdyO9APWfQl3tI	RFC4	0.00386855121778549	-2.04	825.12	405.45	replication factor C (activator 1) 4, 37kDa
xl4u98jqvPeI4q3yXE	PLSCR4	0.0038766382269529	1.69	235.26	397.51	phospholipid scramblase 4
xiUdCQh3n3Ozril__8	PGM2L1	0.00388424802064242	1.7	109.98	187.26	phosphoglucomutase 2-like 1
Bqf9QCQECMr10rhQB4	CAST	0.00389820712528229	1.66	155.32	257.87	calpastatin
rJD7o.VdA0jl3Ch.Xk	CLMP	0.00389820712528229	-2.21	165.01	74.72	CXADR-like membrane protein
QopS7BvE4dviAvig.U	WSB2	0.00390153073544267	2.01	303.73	611.58	WD repeat and SOCS box containing 2
cqSF81At6xB7XyHjiQ	TPR	0.00394859217159362	2.2	87.54	192.59	translocated promoter region, nuclear basket protein
Hj7olL1C5SPIkqc5JU	ELF2	0.00394859217159362	-1.84	132.45	72.18	E74-like factor 2 (ets domain transcription factor)
KKAGZQvVdrpoucCFck	USP1	0.00394859217159362	-1.91	139.22	72.71	ubiquitin specific peptidase 1
NSo6d.lOrfP9Fd.3sI	NEMP1	0.0039591919950974	-1.98	300.62	151.87	nuclear envelope integral membrane protein 1
xjq9LrOJIoIjVIyyUs	RAB21	0.00398100246726857	-1.8	292.53	162.56	RAB21, member RAS oncogene family
cUuKnkp9ciu5zFObe0	CENPF	0.00399647450831346	-1.96	288.61	146.88	centromere protein F, 350/400kDa
ltevVv3UXIewF3YqSo	CDKN1A	0.00406919641753929	1.94	1985.34	3850.35	cyclin-dependent kinase inhibitor 1A (p21, Cip1)
NZKpnp5HQhXYjwa5wU	COL6A1	0.00406919641753929	1.96	1010.05	1982.37	collagen, type VI, alpha 1
NXV7JPtSpb7sjP4fR4	TMEM18	0.00406919641753929	-1.66	117.69	70.82	transmembrane protein 18
W666S6S4IsRzP2UKq0	RAP1GDS1	0.00409773212683536	1.85	171.24	317.63	RAP1, GTP-GDP dissociation stimulator 1
WBQjRlHk8SXrkiQh3s	TMEM156	0.00419176133300502	1.75	153.65	269.23	transmembrane protein 156
36eV49Qud82Xe7ujZU	MAD2L2	0.00422351047494784	-1.8	392.55	217.55	MAD2 mitotic arrest deficient-like 2 (yeast)
Qp0RJ8Isnt3QG5nRL4	RBM15	0.00422351047494784	-1.86	255.21	137.05	RNA binding motif protein 15
0yeeXXDfXnLqFF9F6o	HAUS4	0.0043023060050186	-1.74	165.73	95.03	HAUS augmin-like complex, subunit 4
HUQv0S0mkaiQgo_Keo	TMEM120A	0.00434013537307853	1.76	155.05	272.97	transmembrane protein 120A
9nj9cUl.l319Duv1Oo	NA	0.0044124693125136	-2.02	712.4	353.17	NA
Qu_z0gAaoio58PpXpk	POLA1	0.00442832208028768	-1.93	175.08	90.77	polymerase (DNA directed), alpha 1, catalytic subunit
Nfm1foeXvj46Au3keE	CKAP2	0.00455298583678424	-2.04	346.48	169.57	cytoskeleton associated protein 2
6Csp6SMb20n51.eVug	HNRNPA1	0.00456976010035492	-1.67	111.73	67.04	heterogeneous nuclear ribonucleoprotein A1
QXnojsD_U4fXooSSTo	ZWINT	0.00456976010035492	-1.96	345.88	176.75	ZW10 interacting kinetochore protein
0u0e8T9VQgvQwFJ8lE	RAB33B	0.00456976010035492	1.74	180.38	313.91	RAB33B, member RAS oncogene family
NafkAf0jounueCvrqE	HSPD1	0.00460004627704386	-1.76	2285.57	1297.94	heat shock 60kDa protein 1 (chaperonin)
H6R4UoCHl3hXfJISJU	FOXRED1	0.00460004627704386	-1.68	175.6	104.22	FAD-dependent oxidoreductase domain containing 1
0ofRQkgMVokZTUQrnk	MCM5	0.00471459726567558	-1.78	394.56	221.25	minichromosome maintenance complex component 5
fXQ4KtUJW1W99UWM.U	RNASEH2A	0.00471459726567558	-1.86	392.31	211.15	ribonuclease H2, subunit A
3idKD0K0l6kE6cB3t0	CIAO1	0.00472312853119688	-1.75	456.21	260.86	cytosolic iron-sulfur assembly component 1
ipUX0u7gHYLn60Xg_8	DDIAS	0.00472517412600691	-1.87	251.45	134.66	DNA damage-induced apoptosis suppressor
cSdGHlX0eTtVAdJOHU	CLIP3	0.00473504023160128	2.55	184.92	471.43	CAP-GLY domain containing linker protein 3
ug5nc7oi6VFOXRFMo4	PEX2	0.00477528464745122	-1.91	253.71	133.15	peroxisomal biogenesis factor 2
ryfiJVEp3lEVuH01Ec	ADCY9	0.00477528464745122	-1.69	134.57	79.6	adenylate cyclase 9
66rrbngtBIl.Fe54AA	BOP1	0.00477851964634358	-1.84	675.41	366.86	block of proliferation 1
u4qfw1.AH6IJ6epmuk	PLEKHB2	0.00478781752760919	-1.67	266.74	159.32	pleckstrin homology domain containing, family B (evectins) member 2
ukAuCSgIKlekpQSnQI	HMGB2	0.0047939315879609	-2.17	522.93	241.13	high mobility group box 2
66Ud5P5Cla6_E3u6.s	CXorf57	0.00480007994110914	-1.72	137.86	79.99	chromosome X open reading frame 57
Kn3clQEmE5wLVffSLQ	DEPTOR	0.00480007994110914	1.88	148.6	280.02	DEP domain containing MTOR-interacting protein
uSRY1YTI0uG3.30jjU	LINC00467	0.00480007994110914	1.83	162.45	296.91	long intergenic non-protein coding RNA 467
KlZFRTpRL0knoKCOmU	FABP5	0.00491094925412307	-1.9	452.72	238.57	fatty acid binding protein 5 (psoriasis-associated)
6VSPfSfjXorf9y3ifc	HMMR	0.00495235619374689	-2.2	627.15	285.46	hyaluronan-mediated motility receptor (RHAMM)
TLR.4ldNCd0_46ioxc	CLDN12	0.00495235619374689	-1.77	290.07	164.29	claudin 12
0255UKEyUJ61sAVP44	NA	0.00496708105804225	-2.12	534.54	252.24	NA
6PJt7v0VPt7vy1_9FE	EXTL2	0.00501324801858219	1.66	223.04	369.27	exostosin-like glycosyltransferase 2
Nrp5yJ.pV58o8rrXRI	CRELD1	0.00508725132215064	1.72	183.7	316.62	cysteine-rich with EGF-like domains 1
0tN6qAF780dS4.4v5I	TMEM47	0.00510210126418322	2.08	432.87	899.85	transmembrane protein 47
xtBNEeZNd96lvnJS.c	NA	0.00529975115322229	-1.74	476.04	273.68	NA
lJXjj6VRdeeVTBXd9M	E2F4	0.00544323330532536	-1.65	259.73	157.25	E2F transcription factor 4, p107/p130-binding
Tk14qaIFIIY4p15AKw	LYAR	0.00545113311177928	-1.86	399.69	214.36	Ly1 antibody reactive
lSjST5euQmvSrlLogg	TOP1MT	0.00549258049918318	-1.79	162.12	90.47	topoisomerase (DNA) I, mitochondrial
H5SXVArcIogAefUuvU	BLM	0.00549529953047504	-1.66	98.81	59.67	Bloom syndrome, RecQ helicase-like
9shFJ1gNFFih8CiCCg	NA	0.00577867781114629	-1.8	305.86	170.11	NA
i13nKFKuP0JSoJB6hU	ASF1B	0.00595949745518507	-2.07	364.39	176.44	anti-silencing function 1B histone chaperone
oi5enVN110X.vnNpJ4	FAM89B	0.00596715244797558	1.71	221.05	376.93	family with sequence similarity 89, member B
WuGGKCeL6cSkJqSeCM	NA	0.00596763394342976	-1.82	187.16	102.66	NA
6VrUqiLRy_xXHU8rVA	FNDC4	0.00596763394342976	1.67	110.34	184.28	fibronectin type III domain containing 4
uiddy_e_v.feeUF7h0	BIVM	0.00596763394342976	1.66	202.62	336	basic, immunoglobulin-like variable motif containing
Te_l.fJf.e.U9LnUJk	POLE3	0.00599680048362293	-1.66	889.8	534.55	polymerase (DNA directed), epsilon 3, accessory subunit
cLsyUXyu_K9NVy71EU	NA	0.00601716743533971	-1.75	2358.32	1348.06	NA
rDrnu1ntRIAZXwslcU	NA	0.00601716743533971	-1.74	474.82	273.34	NA
0ew8nUbsVX0dXVFJ3k	SMIM3	0.00604750408238823	1.81	217.81	394.65	small integral membrane protein 3
3Ve5yrlT9J.4T5V7H8	FAM120C	0.0060704039862599	1.62	115.33	187.27	family with sequence similarity 120C
lUk_NyCSKDVJl.wC_8	RSL24D1	0.00607978637260119	1.72	485.83	833.63	ribosomal L24 domain containing 1
rrUXVUoObUUIXyTHvg	SNRPN	0.00609899986260814	1.74	347.12	602.87	small nuclear ribonucleoprotein polypeptide N
flJd37V6.Xzu_Duvi8	EPDR1	0.00617507511800633	-1.86	1246.57	668.71	ependymin related 1
TYoWYd0HWC0JWR3jxc	NUP93	0.00628695510082264	-1.67	433.06	259.99	nucleoporin 93kDa
NS3EtTUChQXl8RN0KA	SLC35F5	0.00632013672515996	1.56	189.17	295.57	solute carrier family 35, member F5
0ki1IanvjdHl7K_CdI	PURB	0.00633040461454746	1.69	625.17	1058.54	purine-rich element binding protein B
u4V0UdOVX_n6qVP0S8	NA	0.00633040461454746	-1.7	139.6	82.1	NA
Qey89S8cvx7SKnl.9I	DNAJC10	0.00638730618110473	1.88	323.63	609.71	DnaJ (Hsp40) homolog, subfamily C, member 10
EopEXq9A9ydSTMLp7k	SERF2	0.00643959868703296	1.93	148.27	285.79	small EDRK-rich factor 2
uUlHrBT33HezlTitD4	KIF20B	0.00644983190379125	-2.06	459.25	222.43	kinesin family member 20B
Kfd6E5m.iroqtewrn0	CLCC1	0.00660049691831329	-1.74	316.05	181.31	chloride channel CLIC-like 1
6fhMoz.V3pxE9FxX70	MIS18BP1	0.00664450905129985	-1.83	227.29	123.92	MIS18 binding protein 1
09tew3v3K4JMdS7.Ko	STK26	0.00665006353425147	-1.71	157.79	92.21	serine/threonine protein kinase 26
xJV.X6euOCISLtIslU	TRPT1	0.00665989048251998	1.85	398.76	737.14	tRNA phosphotransferase 1
